CurrencyPair,Rate,AsOfDate
NZD/RON,405.84,10/22/2020 06:39:04
KPW/XPD,227.28,04/11/2022 11:20:24
SVC/FJD,51.21,03/19/2023 00:24:06
TTD/BIF,491.91,09/26/2020 07:45:24
UAH/ZMK,78.44,06/04/2023 20:59:11
CHF/AZN,590.49,12/26/2020 12:26:58
XBA/NGN,326.24,11/17/2022 10:25:19
XBB/XPF,630.70,05/15/2022 21:45:13
LKR/MVR,845.47,11/21/2022 18:28:16
MGA/MAD,668.86,02/27/2022 03:17:50
KPW/NIO,290.19,06/21/2023 01:28:07
DZD/CDF,752.42,10/15/2020 06:06:46
ISK/NAD,827.24,01/02/2021 15:55:41
BND/ZAR,36.68,12/10/2021 11:52:11
MZN/LSL,292.72,07/04/2021 10:34:40
BTN/FKP,555.98,03/17/2023 00:03:56
KGS/MMK,422.10,05/22/2022 09:59:14
SOS/KZT,735.54,02/06/2023 15:56:04
COP/CZK,33.21,07/19/2022 03:25:44
USD/MYR,342.64,11/15/2022 20:37:53
LAK/XBC,24.20,11/29/2022 14:15:57
NGN/MRO,381.10,09/29/2021 12:07:41
JPY/LTL,815.84,10/23/2020 17:45:01
BHD/NIO,634.48,10/10/2022 19:06:45
WST/DZD,481.03,05/10/2021 18:56:47
SLL/BIF,975.35,06/25/2023 16:14:13
JOD/GMD,390.46,12/14/2020 08:08:25
KHR/HTG,237.89,06/06/2021 20:38:09
QAR/AWG,21.10,06/28/2023 00:28:29
JMD/RSD,788.70,08/17/2021 15:56:49
INR/DOP,23.30,04/08/2023 12:26:16
BOB/XFU,880.20,01/12/2023 15:56:42
HNL/BND,241.94,11/24/2022 01:15:37
DZD/TZS,830.82,08/07/2022 09:25:54
QAR/UZS,432.76,09/29/2021 22:56:15
QAR/INR,447.08,06/14/2023 07:46:15
GMD/STN,107.16,10/04/2022 12:07:21
MZN/TZS,29.36,09/07/2023 08:05:21
PLN/BIF,744.00,04/03/2023 19:45:19
BRL/LVL,311.17,12/17/2021 07:55:05
XAG/GYD,712.78,11/01/2022 07:50:45
AWG/EEK,288.05,03/03/2023 14:16:30
SEK/RSD,651.61,08/28/2022 12:56:37
HRK/VND,773.92,02/22/2022 19:50:50
CHF/KMF,353.89,09/02/2021 08:13:20
PGK/IRR,153.37,12/13/2021 18:02:09
MMK/ZWL,530.97,05/10/2023 16:00:05
HTG/KES,901.82,03/08/2022 04:50:01
XOF/TOP,377.26,06/29/2021 20:55:17
XPT/MVR,831.83,12/18/2020 05:01:22
CHF/AWG,524.84,06/28/2021 23:34:30
TWD/GBP,812.74,06/20/2022 16:02:34
SOS/BYR,772.54,07/14/2021 21:24:15
NGN/CVE,307.69,01/03/2021 08:43:34
XDR/MDL,775.78,08/15/2022 02:07:25
LVL/GNF,614.13,01/23/2023 10:36:15
TRY/CAD,374.09,08/28/2022 23:31:38
RUB/FKP,947.86,07/09/2021 06:02:55
HRK/SDG,664.05,10/21/2022 02:30:13
NIO/HRK,196.85,05/16/2022 19:47:04
BMD/XOF,846.95,10/30/2021 15:45:18
PEN/COP,893.09,06/22/2022 15:44:21
HTG/SGD,265.28,11/01/2021 10:07:49
MNT/TZS,513.96,05/31/2022 15:33:20
DJF/KES,405.42,04/06/2022 22:33:36
BTN/BOB,55.43,05/13/2022 19:14:01
SVC/AUD,451.33,04/23/2021 13:35:25
HTG/GMD,588.55,02/09/2021 07:15:37
IQD/AWG,10.72,02/05/2022 15:57:06
NAD/BZD,994.33,08/01/2021 15:09:21
DJF/SLL,502.82,12/28/2020 02:15:34
AZN/VUV,133.15,09/04/2022 16:54:25
RON/TTD,190.91,06/10/2021 01:01:32
NOK/BWP,491.58,06/12/2021 21:33:14
HKD/XCD,661.58,10/30/2020 09:07:42
GNF/ERN,71.35,02/04/2022 09:58:29
MRO/SEK,733.85,12/25/2022 07:05:53
PKR/PEN,378.74,11/23/2020 12:33:06
MYR/BND,709.46,05/04/2021 00:57:29
JPY/KMF,726.62,09/25/2022 14:37:52
KZT/WST,496.90,10/27/2021 18:41:06
BRL/JPY,976.19,05/01/2022 04:21:01
BRL/PAB,960.99,10/07/2020 19:32:05
ISK/ETB,401.16,01/20/2023 14:43:34
YER/MGA,160.61,04/03/2022 00:37:43
SVC/CHF,693.49,03/13/2022 14:59:05
ZWL/MVR,32.01,10/06/2022 22:53:09
UYU/MYR,847.22,01/28/2021 23:05:33
NAD/GTQ,15.72,08/04/2022 14:47:03
MRO/IRR,240.22,01/28/2023 15:00:41
FKP/CDF,29.43,09/01/2023 08:41:17
UAH/GMD,194.22,06/21/2022 04:36:07
KGS/BAM,576.34,02/08/2023 11:22:27
STN/AWG,990.26,10/22/2020 16:34:32
BDT/XAU,586.40,06/14/2022 10:19:25
NIO/GYD,791.82,08/16/2022 09:05:59
MZN/QAR,470.08,02/15/2022 06:10:03
MMK/ZMK,324.46,10/28/2020 16:03:42
XAF/JOD,219.84,07/25/2022 06:57:01
RWF/EUR,698.57,04/23/2022 08:37:26
GNF/ZAR,879.64,10/01/2022 05:38:36
BTN/AUD,83.95,09/18/2022 15:36:04
ARS/VND,849.50,09/24/2021 06:59:40
MXN/PAB,825.23,07/18/2022 00:29:35
DOP/AWG,330.19,07/22/2021 12:07:45
TTD/HRK,695.14,03/22/2023 00:40:47
EUR/BRL,949.32,04/27/2023 08:12:23
KHR/NZD,982.99,08/04/2023 12:11:47
UGX/KWD,809.12,02/28/2023 20:32:01
LSL/XBC,643.89,10/11/2021 21:43:12
MKD/HTG,879.35,05/31/2021 06:04:59
XPT/KPW,179.47,05/27/2021 23:54:21
VEF/BHD,753.55,05/12/2021 03:44:54
GNF/LVL,749.16,04/02/2021 19:12:31
GBP/MMK,958.68,05/11/2023 23:35:40
FJD/JOD,132.31,03/19/2022 06:40:47
BSD/NIO,403.90,01/04/2022 16:12:12
ANG/MUR,975.59,04/13/2023 21:33:27
GIP/UAH,138.61,09/06/2021 12:01:34
TZS/RUB,598.25,08/01/2023 10:39:21
SCR/GHS,289.81,05/24/2022 12:52:58
GIP/WST,551.91,04/30/2022 08:37:03
MYR/KYD,388.64,12/27/2020 12:55:43
BYR/LVL,861.42,09/16/2022 20:43:13
KWD/XFU,63.76,09/15/2020 19:15:47
CUC/STN,37.57,02/25/2021 03:02:57
AZN/BAM,68.78,10/16/2021 19:59:40
LBP/JMD,789.30,10/20/2020 10:48:40
VND/XFU,898.66,05/04/2022 04:21:48
ERN/AMD,744.28,06/15/2022 04:47:10
BND/XFU,1.29,05/16/2022 00:29:56
OMR/RWF,208.32,03/10/2023 06:35:48
BRL/DJF,138.96,01/31/2023 07:02:36
XPT/PGK,912.08,08/31/2021 07:36:26
SRD/SBD,528.51,08/26/2023 09:25:32
LSL/THB,141.74,03/27/2021 23:01:15
XPF/GHS,638.50,06/07/2022 20:19:55
ARS/KHR,684.95,03/07/2021 19:35:30
KHR/BYR,336.52,10/01/2022 16:53:18
THB/YER,95.49,08/16/2023 01:11:57
RSD/MRO,298.55,02/01/2022 01:37:23
BHD/ISK,235.61,01/04/2023 16:35:17
EGP/JOD,566.09,08/30/2021 19:48:55
TZS/SLL,43.22,07/30/2023 21:03:06
BYR/BDT,513.33,05/28/2021 03:52:21
ANG/UGX,118.72,09/30/2020 10:37:10
ETB/XBB,30.48,07/11/2021 17:30:51
IDR/HKD,903.89,01/04/2023 14:24:25
AOA/KRW,847.98,09/15/2021 11:58:02
HKD/RSD,7.43,12/20/2020 08:54:32
LBP/TOP,270.74,09/13/2022 17:17:37
LYD/CVE,97.66,09/17/2021 21:04:51
CLP/BND,615.40,03/30/2023 14:04:20
HNL/PAB,509.72,06/16/2023 19:37:32
NOK/TZS,62.81,05/13/2022 20:13:46
BWP/CNY,443.78,03/03/2023 12:47:29
NAD/GBP,282.23,12/01/2021 06:41:01
XCD/TOP,569.41,12/12/2022 23:03:49
ANG/GTQ,948.45,03/13/2023 00:20:39
BBD/TMT,24.36,09/01/2022 08:06:48
KPW/GMD,307.96,04/01/2022 15:20:34
ERN/MUR,114.55,11/17/2021 19:46:45
HTG/CZK,965.71,07/08/2021 21:20:19
CZK/ARS,142.48,08/26/2022 08:45:26
BSD/HTG,973.76,02/17/2022 12:19:20
CUP/HNL,859.53,01/16/2023 01:16:12
MVR/SDG,607.46,11/22/2020 23:45:32
YER/LVL,872.88,12/07/2020 22:45:10
AOA/NAD,673.11,08/18/2022 07:47:13
ANG/CUP,722.17,10/15/2020 20:33:21
LRD/ETB,34.69,09/22/2020 23:32:46
IQD/PKR,832.67,09/26/2022 09:13:30
KZT/KYD,225.55,07/12/2023 07:46:22
EUR/HUF,301.91,11/05/2020 08:17:08
FKP/XAF,544.89,07/16/2023 01:01:32
UGX/LRD,580.75,11/19/2021 15:24:42
UAH/KRW,458.72,05/13/2021 05:44:25
DOP/BRL,917.17,12/17/2022 23:13:20
BZD/BIF,738.90,02/18/2022 01:09:54
LVL/DZD,173.53,11/06/2021 01:01:14
XBD/XAU,624.64,01/27/2021 07:52:48
NIO/CZK,590.58,08/11/2023 06:49:14
EGP/KES,964.20,01/14/2022 13:24:29
DOP/CAD,872.84,12/03/2021 10:05:49
TND/KES,957.87,11/26/2021 02:48:11
UGX/IQD,195.33,07/04/2023 21:40:04
KZT/MWK,77.09,07/08/2022 18:07:18
XOF/CAD,111.78,01/16/2021 08:29:28
BND/AOA,13.16,12/24/2022 18:04:52
FKP/AWG,196.01,01/14/2021 04:18:08
SYP/XTS,871.40,07/23/2021 07:14:00
YER/YER,488.66,06/09/2023 21:14:06
UZS/DJF,325.78,08/29/2023 15:50:08
BMD/XPF,327.73,02/18/2021 13:28:51
AOA/JPY,996.42,05/27/2022 11:55:16
BHD/SDG,627.85,02/04/2023 07:55:46
MWK/NOK,350.41,08/14/2021 13:23:05
NIO/MXN,507.89,04/17/2022 11:27:15
SZL/HUF,535.90,01/19/2023 16:01:21
KPW/BGN,601.75,06/23/2022 05:12:34
MRO/NAD,2.00,09/19/2022 06:48:53
KPW/MVR,728.84,06/14/2021 12:08:10
SEK/XBD,124.42,06/03/2022 02:06:37
SZL/XPD,180.68,06/26/2023 06:16:22
BRL/PHP,398.24,04/26/2022 15:43:00
PHP/SHP,618.16,11/27/2020 11:36:21
TZS/OMR,426.53,02/28/2022 21:16:56
TZS/KRW,391.50,09/24/2022 00:33:50
CAD/MNT,463.48,05/29/2023 05:09:13
ERN/MUR,288.61,05/08/2023 07:42:28
IRR/KES,526.83,01/30/2023 20:54:45
BDT/DKK,772.37,06/09/2022 00:25:39
BZD/NGN,258.26,04/04/2021 21:56:52
HUF/DOP,417.38,10/16/2021 06:00:14
AWG/HUF,455.43,02/05/2021 23:43:47
DKK/JOD,474.44,09/25/2020 11:39:59
CZK/AED,169.13,10/03/2022 11:09:30
LSL/NOK,661.33,03/14/2022 22:45:12
LYD/UAH,592.79,06/14/2021 08:37:38
AWG/BIF,791.24,07/19/2021 20:38:43
AED/IQD,256.45,09/30/2021 04:45:17
KES/MUR,432.26,09/19/2020 00:37:44
MGA/BSD,17.85,01/09/2023 18:33:16
GMD/VUV,656.26,06/26/2023 02:57:46
AED/MXN,296.00,01/21/2023 08:54:52
TMT/ILS,768.93,04/27/2023 18:21:34
CVE/MZN,264.69,11/06/2020 16:56:42
MZN/BIF,863.67,06/09/2021 22:38:51
XBA/YER,116.68,05/28/2022 03:11:09
SCR/CNY,205.70,12/31/2022 03:20:45
XCD/UYU,186.78,10/19/2020 02:47:57
ZWL/BDT,212.57,09/10/2022 18:25:42
QAR/SGD,888.62,07/14/2023 17:53:08
XAG/XCD,979.29,12/09/2020 19:23:12
UGX/AOA,340.93,03/05/2021 19:57:59
BSD/GBP,821.78,10/29/2020 08:24:23
GMD/SEK,91.75,04/13/2022 12:48:43
COP/SLL,13.87,05/31/2022 06:33:53
BDT/WST,784.11,08/11/2023 18:27:58
MMK/NAD,12.52,08/02/2021 09:26:19
PLN/NGN,525.18,11/19/2021 19:59:01
GYD/PGK,602.74,07/15/2021 04:50:48
VUV/KMF,333.91,04/14/2021 22:39:53
STN/MNT,757.79,09/02/2023 05:59:29
MDL/BDT,473.19,10/02/2021 09:28:42
USD/MOP,90.64,08/28/2023 04:38:20
SAR/XPT,873.93,01/25/2023 20:36:20
GNF/STN,180.64,10/12/2022 11:37:41
XCD/SCR,701.94,04/16/2022 06:55:41
XDR/MOP,286.12,08/23/2022 09:46:30
MYR/YER,258.90,12/05/2022 21:02:36
MMK/PHP,429.36,09/24/2022 16:24:47
CUC/KRW,956.03,12/13/2021 18:17:29
MMK/SBD,857.95,01/10/2023 02:06:06
USD/FKP,928.62,02/11/2023 15:43:41
LBP/DOP,135.11,05/29/2022 05:08:23
AED/BMD,764.30,03/12/2022 17:04:11
ISK/XPD,94.96,02/16/2022 12:45:33
CZK/BTN,179.63,09/17/2022 06:00:06
GEL/STN,898.44,03/24/2023 10:35:56
AED/CAD,626.04,05/26/2022 23:02:53
XAG/XAU,283.01,01/01/2023 09:41:54
CDF/TND,167.36,04/03/2022 17:44:49
BMD/SCR,862.76,07/23/2021 17:03:17
XBC/RON,147.92,04/10/2022 08:45:13
TWD/PLN,216.44,06/30/2023 05:54:51
GHS/AZN,132.02,08/11/2021 18:05:30
PAB/BSD,834.61,09/22/2020 06:57:11
MWK/LAK,141.36,03/04/2023 01:02:32
GMD/PGK,602.63,02/25/2022 22:26:25
LKR/ZWL,79.54,07/05/2022 21:41:52
KYD/INR,828.81,08/08/2023 09:50:44
AZN/MKD,773.20,07/28/2022 03:37:10
RON/UAH,411.70,08/29/2022 16:14:33
ETB/JOD,415.80,10/10/2022 20:21:26
TJS/CUC,596.81,01/13/2021 05:42:20
VEF/KPW,924.22,07/29/2023 03:31:13
KMF/NAD,669.34,05/16/2022 04:41:01
CVE/LBP,452.01,07/23/2022 16:32:45
ZWL/IRR,908.16,07/29/2023 14:02:56
TND/PHP,748.85,07/08/2023 01:56:27
ERN/TMT,419.39,09/14/2022 11:47:05
RWF/NZD,620.08,08/17/2022 01:41:57
CDF/INR,277.68,11/09/2020 21:14:13
XBA/DKK,101.13,05/11/2022 16:42:07
INR/XPT,515.39,01/12/2021 10:00:41
BZD/XBB,170.17,11/26/2021 03:27:33
OMR/XPF,724.71,05/29/2023 22:02:47
FJD/CNY,20.61,10/14/2021 20:36:30
MUR/KRW,996.39,01/26/2023 03:30:38
TWD/PAB,534.73,10/20/2021 21:19:44
UZS/KPW,534.51,02/16/2021 21:05:31
LRD/HNL,976.55,06/26/2021 10:31:47
SZL/BND,668.18,04/23/2022 16:22:24
RUB/MAD,786.66,10/01/2021 13:45:45
ZMK/XAU,754.12,06/19/2021 00:24:06
XPT/CRC,501.87,04/19/2023 05:41:41
XBB/VUV,830.88,08/20/2023 14:21:50
KYD/AFN,973.87,09/27/2020 05:28:53
GMD/BND,734.10,08/23/2021 08:48:58
BAM/KZT,926.93,04/27/2021 00:51:36
IRR/ERN,472.98,02/14/2021 21:44:46
BMD/CRC,254.84,03/07/2022 11:13:01
TZS/FKP,513.53,05/12/2021 16:28:38
THB/BTN,627.23,03/11/2021 04:07:32
WST/CRC,887.95,12/15/2022 03:01:05
IRR/CAD,540.58,04/23/2022 09:35:42
HKD/MVR,371.54,06/20/2021 17:12:11
CNY/RON,696.66,11/12/2021 20:29:43
MAD/DOP,526.09,01/31/2022 12:36:03
AZN/RSD,124.73,05/27/2023 12:20:35
NPR/OMR,652.83,12/27/2020 16:24:45
RSD/BHD,508.05,04/14/2021 15:40:45
ANG/MRO,338.99,06/06/2022 21:51:26
MXN/CNY,241.78,12/27/2022 00:08:01
GYD/BHD,334.81,12/30/2021 21:11:34
AFN/BTN,611.18,09/19/2022 02:57:00
UZS/AMD,292.08,10/20/2020 21:47:01
ARS/PYG,806.79,04/24/2023 20:28:04
VUV/MGA,96.33,05/12/2022 20:13:22
AWG/MUR,886.80,09/28/2021 01:58:31
CVE/NAD,242.37,12/10/2022 20:55:01
KHR/GHS,174.77,04/28/2023 08:17:00
STN/IRR,499.33,12/05/2021 13:25:45
SVC/CHF,571.72,05/06/2023 04:05:26
BDT/XPD,629.43,11/15/2021 18:36:36
USD/BND,77.10,03/16/2023 06:03:48
WST/XOF,186.61,03/06/2022 03:58:37
BIF/ZWL,738.95,06/12/2021 05:41:05
AWG/BDT,75.64,04/12/2022 16:33:51
HTG/CUC,789.57,05/15/2023 13:29:16
MMK/HKD,136.82,10/30/2021 02:50:58
PKR/ZMK,349.22,04/03/2022 08:37:38
GNF/SVC,394.57,10/07/2022 08:37:54
TMT/MAD,618.39,04/18/2023 18:16:16
IDR/ARS,675.09,06/19/2023 03:45:15
MRO/BWP,202.54,12/03/2022 19:03:25
UAH/XCD,3.69,07/25/2023 16:52:56
MNT/TZS,518.81,07/17/2023 20:52:09
BBD/MYR,109.50,07/21/2022 09:20:16
DJF/XPD,491.13,04/08/2021 05:48:00
SOS/RSD,640.64,10/27/2020 18:34:27
VEF/ANG,175.45,09/10/2021 14:58:20
PAB/NZD,142.93,06/16/2022 12:37:43
GHS/GTQ,761.97,07/20/2022 05:45:13
MAD/AED,595.45,07/05/2022 15:52:29
IDR/PYG,477.83,08/08/2021 00:55:15
TND/BDT,56.10,12/02/2022 05:27:18
MAD/QAR,261.54,08/02/2021 00:27:53
BDT/AED,150.01,10/13/2022 03:38:33
VUV/GTQ,713.65,02/01/2022 10:50:45
XPT/CNY,592.20,09/20/2021 13:49:49
UZS/UYU,926.68,06/06/2021 17:34:48
BRL/SLL,327.09,01/27/2023 16:07:17
MVR/INR,628.20,12/28/2021 11:12:23
LKR/SHP,108.50,01/29/2022 04:49:25
BRL/OMR,373.93,04/14/2022 07:55:18
CUP/RWF,450.68,08/17/2023 17:17:57
IQD/KZT,802.24,05/04/2023 02:23:45
SDG/GHS,331.23,02/19/2022 13:20:05
NZD/DZD,706.99,03/03/2021 01:31:50
LTL/PHP,137.43,07/13/2023 15:23:56
KYD/ZWL,484.40,05/04/2023 23:07:17
IRR/ILS,83.68,04/16/2021 04:37:32
MOP/BTN,333.83,06/29/2023 06:01:16
BAM/DOP,688.54,09/07/2021 15:25:42
RWF/CNY,169.97,10/07/2020 19:42:18
SGD/KZT,812.64,05/27/2023 04:48:11
BMD/TTD,809.15,05/09/2023 07:42:43
XBD/GEL,252.20,08/17/2023 11:41:53
LKR/SAR,115.05,06/21/2021 06:34:14
INR/ARS,418.82,07/11/2023 04:46:13
BND/KMF,235.16,07/30/2023 21:31:40
SGD/XCD,774.47,11/28/2022 19:39:57
BND/MOP,74.05,11/25/2021 04:05:17
ANG/TTD,988.78,04/01/2023 02:49:06
ZMK/TWD,5.73,03/21/2022 12:38:13
BIF/EUR,397.24,10/12/2021 05:54:45
DJF/AFN,486.67,05/27/2022 12:20:21
PEN/BTN,135.45,03/01/2021 00:56:02
XAF/GMD,588.52,09/25/2020 22:10:14
KRW/MGA,420.51,09/18/2020 19:08:55
XCD/KMF,229.98,08/07/2023 02:49:27
SAR/TND,73.74,12/12/2020 15:01:35
EGP/CRC,573.46,01/25/2022 10:05:02
SHP/MYR,557.93,01/19/2021 20:35:55
PHP/KHR,134.33,09/14/2022 05:13:33
XBC/AZN,447.44,11/01/2020 01:16:36
YER/BOB,488.99,12/13/2022 01:24:08
XBD/HKD,680.27,04/18/2023 01:30:18
RWF/GTQ,668.00,08/31/2022 03:58:25
JMD/RON,547.81,02/24/2021 10:07:51
KZT/ILS,730.84,09/05/2022 13:12:06
RWF/CRC,599.11,09/24/2022 09:02:15
STN/INR,513.55,06/22/2022 00:38:50
IQD/GYD,699.40,11/14/2020 07:14:12
SEK/CHF,896.25,11/02/2022 02:17:12
XTS/LBP,715.93,12/30/2020 15:26:47
SOS/MVR,941.63,06/10/2021 06:49:54
ERN/RWF,66.62,04/30/2022 11:27:21
XPD/SAR,669.60,03/21/2023 19:35:19
GYD/XCD,147.76,05/01/2022 08:40:47
AWG/SCR,16.56,03/29/2021 05:15:42
DOP/GEL,805.72,12/30/2022 10:06:44
AED/FKP,876.15,09/16/2022 17:57:23
AOA/LKR,618.91,07/19/2022 20:08:21
XAG/KZT,974.62,02/05/2023 00:48:39
KPW/ERN,832.57,10/27/2021 12:31:10
RUB/FKP,193.36,08/31/2021 18:43:35
XAU/NGN,877.55,08/18/2022 14:04:03
TOP/AOA,782.78,06/13/2022 01:18:43
TZS/AUD,45.44,02/09/2022 06:16:39
SOS/ARS,534.63,06/06/2021 13:36:22
NOK/SAR,799.29,01/02/2023 02:06:25
ANG/UGX,196.76,08/10/2022 09:43:42
MNT/UGX,128.05,01/20/2022 05:16:58
EUR/SRD,81.02,05/16/2023 14:08:18
ISK/MOP,131.02,04/06/2022 19:50:04
DJF/CDF,249.38,08/31/2022 02:16:59
TZS/BRL,166.81,07/08/2021 06:02:05
GNF/BOB,160.17,02/14/2021 09:37:31
BZD/XDR,426.45,04/19/2022 22:03:15
MNT/AZN,368.66,08/12/2021 04:21:16
SZL/CLP,42.24,03/29/2022 06:39:23
VEF/KZT,750.10,12/04/2021 03:32:42
SEK/HKD,163.87,08/13/2021 15:15:33
SZL/DJF,929.76,08/30/2023 23:03:40
AUD/BMD,550.39,09/23/2020 19:01:02
CNY/PLN,260.69,12/21/2022 07:26:39
ETB/CRC,361.70,09/17/2022 14:34:19
LBP/TRY,829.11,01/27/2023 03:35:10
CZK/TOP,882.63,10/14/2021 18:52:16
ANG/TJS,154.59,01/01/2023 23:18:39
NGN/HUF,631.57,05/23/2021 13:23:58
SAR/VND,205.11,04/20/2021 00:54:30
ARS/MMK,802.58,02/12/2022 05:00:02
LSL/PAB,747.42,05/09/2023 00:18:21
XBC/AMD,398.36,10/03/2022 08:56:30
KHR/GHS,498.74,03/06/2023 22:26:53
AFN/NAD,358.01,10/17/2020 14:09:00
CLP/MUR,990.23,09/19/2021 05:23:43
CAD/ETB,995.80,12/01/2022 16:15:16
DOP/BZD,876.22,06/06/2022 19:07:49
TJS/GHS,580.97,12/10/2022 02:50:41
NGN/GHS,683.04,05/03/2022 23:50:10
KRW/VUV,470.96,10/23/2022 21:42:48
NIO/NOK,932.51,02/05/2022 20:27:04
DJF/LBP,71.50,10/14/2021 22:20:50
AUD/MZN,582.32,11/05/2021 04:21:10
PEN/MMK,877.12,04/21/2023 08:27:06
AMD/HNL,832.68,02/02/2022 15:04:22
MDL/NGN,402.11,04/09/2022 23:29:41
TZS/BIF,804.11,10/21/2021 19:45:30
CUP/ALL,16.05,11/25/2020 20:33:49
LAK/ETB,674.70,07/03/2022 01:14:42
SRD/SZL,823.29,05/14/2023 09:54:37
BHD/RSD,840.88,06/18/2023 00:38:26
ARS/BIF,65.96,11/20/2021 11:11:12
GIP/DJF,835.69,11/15/2022 17:22:32
KPW/MZN,207.30,02/06/2022 12:11:10
SVC/GMD,740.45,10/10/2021 01:16:28
GTQ/NPR,172.82,04/08/2023 04:38:36
XCD/MVR,195.02,02/05/2022 10:05:24
MUR/DKK,543.83,06/17/2022 06:13:37
GBP/SDG,358.13,03/25/2022 00:34:55
EUR/NZD,286.00,06/24/2021 01:26:25
RWF/ZAR,700.88,11/28/2021 14:29:45
HUF/KHR,920.75,11/02/2022 04:32:59
GNF/NGN,334.88,04/20/2022 17:20:00
HNL/TMT,411.09,07/06/2023 12:46:04
XAG/SOS,350.59,06/02/2021 22:54:57
AFN/FJD,437.06,06/06/2022 19:46:14
QAR/XTS,176.98,06/30/2023 12:37:57
BTN/SZL,358.35,07/25/2021 00:11:42
COP/XPD,934.60,05/06/2022 12:18:52
SYP/XTS,751.09,05/25/2023 19:17:51
SLL/LAK,372.46,02/02/2023 03:29:02
TRY/MDL,809.72,07/26/2021 08:59:16
SAR/XAF,59.85,09/11/2021 02:16:31
CAD/SZL,48.51,05/03/2022 23:19:47
GEL/PEN,826.75,03/03/2021 03:22:06
LVL/TZS,99.07,02/10/2021 17:08:03
NGN/GBP,538.51,12/09/2020 17:25:02
TND/HNL,568.09,06/24/2023 04:38:35
SYP/MKD,172.30,09/02/2021 06:08:35
XPT/SYP,474.94,12/04/2021 17:16:10
BAM/NIO,825.05,01/25/2022 18:26:36
EGP/HTG,311.57,06/27/2022 11:50:00
XDR/BND,233.63,05/03/2021 11:05:35
UYU/BHD,534.81,06/23/2023 23:26:13
LBP/MKD,996.99,06/28/2023 22:15:44
NZD/XAU,137.09,08/06/2023 04:06:30
SBD/TOP,84.77,11/25/2021 06:17:37
MAD/KMF,296.05,04/16/2023 00:02:37
UAH/COP,676.51,02/28/2021 13:46:42
GIP/NOK,606.82,03/11/2021 14:44:55
MOP/ZMK,316.48,10/17/2021 04:15:26
ETB/UAH,298.30,06/25/2022 02:14:24
KHR/MAD,201.62,05/23/2021 06:48:07
HUF/NPR,105.43,01/26/2022 23:09:09
LVL/KRW,149.94,09/05/2023 02:14:07
CUP/COP,369.48,08/05/2022 04:29:42
MMK/MDL,226.63,09/18/2021 19:40:15
AMD/PLN,136.70,10/10/2022 08:46:59
MRO/XPD,971.33,01/21/2023 12:22:29
KGS/BND,920.08,08/12/2021 07:46:43
RSD/BZD,748.90,12/24/2020 12:43:23
MWK/NAD,26.64,10/20/2020 18:34:42
CLP/BWP,330.76,09/06/2021 11:53:47
XCD/THB,602.97,09/28/2020 06:57:11
MYR/CNY,591.95,12/31/2022 05:50:11
VEF/SBD,555.31,01/13/2021 02:15:39
SHP/BIF,210.77,09/08/2022 19:36:22
KHR/AMD,955.30,12/25/2021 09:29:37
DZD/KWD,433.17,02/06/2023 14:50:31
UZS/SVC,861.33,07/30/2021 11:30:17
CUC/LRD,225.51,11/19/2022 18:14:53
XAU/AUD,905.29,02/25/2021 08:58:43
SBD/ZWL,198.75,10/18/2020 17:17:09
DJF/SRD,473.85,09/23/2020 04:21:42
PAB/ETB,674.44,09/06/2021 17:15:17
PGK/SHP,295.23,12/01/2021 07:41:34
CHF/XAF,312.78,07/15/2021 14:57:32
XTS/GEL,753.81,02/24/2021 10:33:43
SHP/OMR,505.89,01/28/2022 21:57:04
KHR/SRD,820.40,10/14/2022 12:08:22
GEL/CUP,154.33,07/03/2021 11:41:50
KES/UYU,26.14,09/22/2021 12:39:18
XBC/FKP,391.55,11/09/2020 09:09:20
MYR/EGP,430.74,02/28/2022 21:22:19
NGN/ZMK,212.63,08/12/2023 20:02:31
TTD/LVL,297.76,08/24/2022 09:06:28
SOS/MXN,354.89,01/06/2022 22:12:38
PGK/EGP,529.36,03/26/2021 01:15:04
GYD/BWP,739.83,09/03/2023 21:02:45
PGK/HUF,54.41,12/13/2021 07:48:51
BZD/NPR,144.64,08/31/2023 18:44:11
TWD/UZS,750.99,08/15/2022 23:01:50
PLN/UAH,67.26,03/28/2021 22:21:59
LRD/STN,115.29,04/08/2023 11:43:40
MVR/CLP,485.41,03/21/2023 17:36:05
SLL/GTQ,631.90,10/09/2022 03:54:17
ANG/BWP,952.59,03/06/2021 22:56:25
GEL/GNF,416.69,09/27/2021 07:14:58
NOK/RWF,278.16,11/21/2021 18:02:45
CHF/KGS,962.60,05/11/2023 10:31:20
CUC/THB,334.89,08/18/2021 07:29:14
AMD/AED,854.67,01/26/2022 14:33:47
MDL/XPD,300.85,02/23/2022 09:24:54
MWK/JMD,797.19,04/29/2023 01:37:20
KES/JOD,907.07,04/21/2023 10:47:57
ANG/CLP,942.35,10/09/2020 22:24:14
CUP/AUD,887.34,06/02/2022 21:07:02
MAD/KYD,802.19,01/27/2021 09:36:14
MVR/YER,520.02,05/05/2022 13:58:07
ARS/AUD,641.20,01/05/2023 02:23:15
BRL/NGN,140.55,02/13/2021 11:52:47
IRR/HKD,437.11,06/28/2023 13:15:52
ETB/NZD,566.63,01/31/2022 15:00:58
XBA/XBA,251.17,12/20/2022 12:44:54
LTL/GBP,524.36,12/27/2020 00:18:09
TND/XDR,96.94,12/26/2020 04:53:45
